text,label
So impressive that The book will be!,1
She will be very cool lately.,1
How unpleasant She seems!,0
My phone looks totally nothing special.,0
He was horrible this week.,0
Why turned out School somewhat unpleasant?,0
The game has been a bit dull lately.,1
How bleak My phone gets!,0
Does The trip has been rotten?,0
So poor that The book became!,0
I seems slightly moderate though it could be worse.,2
"Wow, Life appears very unremarkable!",2
What a lousy time Life turned out!,0
The project looks awful this week.,0
Does The book looks dull?,0
"Wow, My phone was totally boring!",0
"Wow, We appears really annoying!",0
"Wow, The day gets so super!",2
What a dull time The day feels!,0
Life remains somewhat happy lately.,1
My phone has been horrible this week.,0
The movie feels a bit bad lately.,0
Is The day really unpleasant?,0
So horrible that Life became!,0
The day seems  so-so  it’s fine.,2
The weather looks a bit fantastic lately.,1
Is My phone  exciting?,1
So perfect that I looks!,1
Does She went horrible?,0
I appears alright today.,2
Does My friend was awesome?,1
The book looks very irritating.,0
We was alright today.,2
Does The party has been annoying?,0
The team feels somewhat impressive.,1
Why is The party kind of cool?,1
The food seems totally average.,2
The movie appears totally acceptable while it could be worse.,2
What a normal time The book was!,2
Does My phone remains ugly?,0
He gets pretty usual lately.,2
The project seems so hopeless lately.,2
I think Life has been fantastic yet that’s true.,1
I think The party went satisfying  that’s true.,1
I think Life gets super and that’s true.,0
The city will be so middling lately.,2
The team appears slightly poor.,0
My phone sounds cool today.,1
My friend feels not great and I don’t mind.,2
My friend went moderate today.,2
Why has been Work so exciting?,2
How disastrous The game feels!,0
The book will be  impressive.,1
The team appears very acceptable though it could be worse.,2
The movie became super today.,1
This place feels lousy this week.,0
The food seems alright today.,2
Does I will be passable?,2
The day became dull this week.,0
The day seems lousy this week.,0
We went not great today.,2
How pretty passable became We?,2
So lousy that You seems!,0
What a splendid time The project seems!,1
How pretty fabulous went The trip?,1
I think My phone looks amazing yet that’s true.,1
Why became The city somewhat decent?,2
The party became kind of lousy though it’s fine.,1
That idea seems  excellent  it’s fine.,1
That idea appears totally amazing but it could be worse.,1
The city was irritating this week.,0
She appears happy today.,1
The movie was really okay and it could be worse.,1
How kind of sad turned out The team?,0
Why seems The day somewhat nice?,0
How awesome This place seems!,1
How enjoyable The trip looks!,1
How awful The day seems!,0
Is The project slightly disastrous?,0
The game became kind of adequate lately.,2
The party seems kind of charming while it could be worse.,1
What a not great time The food was!,2
How  wonderful gets The day?,1
I think That idea went super though that’s true.,1
School turned out disappointing today.,1
So disastrous that My friend became!,0
The project sounds somewhat not bad though it could be worse.,0
How sad She gets!,0
The team became kind of pleasant.,1
How totally happy has been The trip?,1
The game sounds average today.,2
My friend appears so pathetic.,0
My phone gets enjoyable today.,0
Work feels so poor.,0
Is The city  fine?,2
How very average will be The party?,2
Is We totally bad?,0
She was very middling.,2
Does The project feels exciting?,1
We has been sufficient though I don’t mind.,2
The weather turned out totally adequate.,2
Does The experience appears charming?,0
What a exciting time The day sounds!,1
The book has been decent today.,2
Why sounds The experience quite miserable?,0
This place became somewhat good lately.,1
My phone gets unremarkable this week.,2
Does School seems boring?,0
How very fine turned out Life?,2
This place gets somewhat depressing yet it could be worse.,2
I think This place was terrible but that’s true.,0
How  okay was I?,2
We remains somewhat unremarkable since it could be worse.,2
My friend sounds average today.,2
So brilliant that The team looks!,1
We will be pretty bleak though it could be worse.,0
Work gets beautiful today.,1
We feels fabulous today.,1
This place turned out pleasant today.,1
The food gets quite sufficient lately.,2
The team has been pretty nice.,1
The city turned out somewhat mediocre yet it could be worse.,0
The party seems quite poor.,0
Is Life pretty not bad?,2
The movie appears passable  I don’t mind.,2
I sounds neutral this week.,2
The experience sounds quite excellent lately.,1
She went very typical and it’s fine.,2
"Wow, The game gets quite grim!",0
The weather went amazing today.,1
How slightly cool turned out That idea?,1
That idea will be bleak today.,0
So tolerable that We was!,2
So decent that The experience sounds!,2
Why went We slightly alright?,2
My friend turned out very annoying.,0
What a satisfying time He looks!,1
So alright that My phone has been!,0
How normal The book became!,2
We appears quite typical.,2
The movie turned out very ugly lately.,0
That idea feels irritating this week.,0
Does The day has been beautiful?,0
The weather sounds quite usual lately.,2
Why was They  mediocre?,2
The party went slightly not bad because it could be worse.,2
I think School went unremarkable but that’s true.,2
"Wow, We gets  middling!",2
Does We sounds boring?,1
You turned out quite exciting  it could be worse.,1
The team seems very middling  it’s fine.,0
So passable that The food was!,1
I became  average lately.,2
Is You  fantastic?,1
How  lovely went The team?,2
Life appears very so-so lately.,2
He seems  splendid.,1
The game remains  passable lately.,2
The food has been really brilliant  it’s fine.,1
How totally great appears Life?,2
Is He  bleak?,0
They feels so lovely.,1
I think She is satisfying yet that’s true.,1
"Wow, That idea will be somewhat terrible!",0
Does The trip was charming?,1
The team has been totally grim.,0
The food turned out kind of perfect lately.,1
The weather sounds poor this week.,0
She will be brilliant today.,1
Does The trip has been miserable?,0
The experience feels  lovely but it’s fine.,1
She went  horrible and it could be worse.,0
My friend turned out  irritating and it could be worse.,0
So irritating that The movie gets!,0
The team remains disappointing today.,0
How really sad remains The weather?,0
He became lame today.,0
What a terrible time That idea seems!,0
The movie gets so fabulous lately.,1
The movie remains hopeless this week.,0
Does The book seems dull?,0
Why remains The experience slightly cool?,1
The movie gets totally grim yet it could be worse.,0
How tolerable The movie sounds!,0
The city was really disappointing.,0
How pretty annoying turned out The movie?,0
The party looks disastrous today.,0
Work went  lame though it’s fine.,0
"Wow, The party sounds very super!",1
The game will be totally excellent.,1
Why appears My friend really excellent?,1
The movie appears dreadful this week.,0
The weather feels ugly today.,0
He sounds pathetic this week.,1
Is He really boring?,0
You became grim today.,1
You seems totally terrible lately.,0
Why gets The team slightly super?,1
How disastrous Life was!,0
They went slightly boring but it could be worse.,0
How  delightful has been The project?,0
Is Work kind of disappointing?,0
The movie has been slightly delightful since it’s fine.,1
Is The project slightly nothing special?,1
"Wow, They gets pretty boring!",0
So dull that The weather feels!,0
My friend seems quite disastrous lately.,0
Does The weather seems enjoyable?,1
He gets kind of splendid.,1
How disastrous We sounds!,0
The city sounds irritating today.,0
My friend has been really great.,1
The project will be ugly this week.,0
They became quite impressive and it could be worse.,1
He became  pathetic lately.,0
The movie is really hopeless yet it’s fine.,0
What a annoying time The project appears!,0
Is You quite great?,1
Is The team very horrible?,0
So pleasant that That idea will be!,1
Is She  fantastic?,1
Does The weather remains super?,0
The city has been a bit nice yet it’s fine.,1
The food remains  cool  it could be worse.,1
What a excellent time I appears!,1
How so enjoyable became This place?,1
Does The book appears horrible?,0
The game became pretty excellent  it could be worse.,1
We was pretty frustrating.,0
I will be kind of annoying lately.,0
Why looks I quite rotten?,0
The food was rotten this week.,1
How really miserable sounds My friend?,0
The food went so grim.,0
I think The party has been boring yet that’s true.,0
My friend will be very disappointing yet it could be worse.,0
What a bad time The experience became!,0
Does The project is excellent?,1
How  excellent seems I?,1
How quite brilliant gets You?,1
The experience was somewhat splendid but it’s fine.,1
What a neutral time She gets!,1
They remains pleasant but I don’t mind.,1
They remains somewhat nice lately.,1
